utterance,Label
what should a customer do if they want to return a product,1
calculate 7 times 5,1
identify the statistical term for the following definition na measure of the degree of variability of a set of values,1
describe your favorite television show in 5 words,1
what musical instruments are typically described as having a brassy tone,1
name a type of report business organizations must produce,1
how can i prepare my house for a power outage,1
explain why einsteins relativity theory is important in modern physics,1
determine the minimum and maximum number of electrons in a carbon atom,1
explain why labor unions have become less popular in the past few decades,1
explain how an electric field is produced,1
what is the most efficient way to implement a sparse matrix in python,1
describe the difference between a criminal justice system and a civil justice system,1
suppose you need to write a program that sorts numbers in ascending order write the pseudocode for the program,1
how can someone become a successful entrepreneur,1
explain the concept of creative destruction,1
create a storyline for a new mystery novel,1
give three examples of using technology for efficiency,1
write the new lyrics for happy birthday,1
output all natural numbers less than 10,1
name a protocol in computing networks,1
divide the number 8 by 2,1
generate appropriate titles for a research paper on climate change,1
convert the given hexadecimal value to decimal,1
create a list of five climate friendly actions people are taking,1
what kind of cheese do you recommend for a cheese platter,1
name a invention from the 20th century that changed the world,1
which type of pronouns can be used to replace the word it,1
develop a plan to reduce your carbon footprint,1
compose a thesis based on the given topic the impact of technology on education,1
suggest a practical solution to the water crisis,1
explain how someone can remain motivated when working from home,1
what is the best way to attain financial freedom,1
invent a new recipe using the following ingredients apples onions garlic and olive oil,1
compare and contrast the two types of philosophical ethics deontological and utilitarian,1
create a research outline for a paper that examines the causes of poverty in the united states,1
what are the benefits of implementing a rewards system in a business,1
generate a creative slogan that emphasizes the value of learning a foreign language,1
name five influential figures in the history of artificial intelligence,1
compile a list of 5 online programming languages for kids,1
how are the oil and gas industry affected by climate change,1
develop a workflow that can take an input of a question and automatically summarize the answer,1
describe the steps involved in the facial recognition process,1
build a gaming system with unity that runs smoothly on mobile phones,1
generate a unique title for a research paper on machine learning,1
provide a summarized description of the great gatsby,1
generate a title for a recipe for a carrot cake,1
create a blog post that compares hiking in the summer versus winter,1
come up with a list of 6 unique questions for a job interview,1
construct a playlist composed of 8 songs to listen to while studying,1
design a logo for an online store that sells natural skincare products,1
imagine you are starting a podcast generate three potential episode titles,1
list four chores that a person should do in order to keep a home clean,1
explain what is special relativity,1
summarize the movie the incredibles,1
come up with a list of 5 basic items needed to camp,1
suggest a creative nickname for the superhero the void,1
give a logical reason why this statement might be true all dogs love to run,1
prepare an outline for an essay about the importance of communication between couples,1
generate a conversation between two people discussing the movie narcos,1
generate a prompt for a satirical writing piece about the current political situation in the us,1
you are playing a game which requires you to roll two dice generate a sentence to describe the emotion of anticipation felt while waiting for the dice to stop rolling,1
create a rap about the life of a garden snail,1
explain the concept of deep learning in 30 words or less,1
provide an example of a style of art which uses bright colors,1
summarize in one sentence why climate change is an urgent issue,1
describe strategy for converting the rgb colorspace to the cmyk colorspace,1
what two birds are commonly seen in the australian outback,1
write down the steps to solve a rubik s cube,1
choose a mathematical equation and explain its significance,1
suggest two questions suitable for uncovering potential customer needs,1
find two additional features to add to a mobile budgeting app,1
compare and contrast the systems of government in france and the united kingdom,1
generate a list of possible job titles for a software developer,1
describe how a photograph can be edited to show a warm atmosphere,1
compare the characteristics between an ai chatbot and a virtual assistant,1
recall the scientific name of the great white shark,1
suggest a popular song released in the last 5 years,1
select a fitting professional title for a project manager,1
cite the main advantages of object oriented programming,1
generate five words related to technology,1
specify two characteristics of a good team player,1
explain what a 3d printer is,1
list four of isaac newtons most significant scientific achievements,1
give your opinion on the statement climate change is a hoax,1
write a creative story that starts with the phrase the sun was setting in the west,1
explain the meaning of the expression to cross the rubicon,1
compose a haiku poem about the friendship between two people,1
find the fourth power of three,1
identify the type of the following sentence n nmy family went hiking in the forest last weekend,1
let s create a story start with once upon a time,1
identify the point of view of the following excerpt n njohn walked slowly down the street lost in thought,1
categorize the following word incredible,1
describe a landform that is found in deserts,1
generate three pieces of advice for navigating a long distance relationship,1
describe the core components of a marketing plan,1
create an example of a memorable customer service experience,1
write three possible solutions to reduce deforestation,1
discuss the legal implications of online piracy,1
summarize the impact of the first industrial revolution on the global economy in one sentence,1
provide an example of how to use technology to improve customer service,1
create a list of three potential challenges for supply chain management,1
generate three potential customer support strategies,1
describe how the internet of things is used in the healthcare industry,1
explain why laws exist in society,1
construct an analogy to describe the relationship between two members of a family,1
make a list of 3 everyday uses of artificial intelligence,1
describe how a virus spreads in three sentences,1
explain why the us has a two party system,1
make a list of 5 items an artist might need in their art studio,1
suggest two different topics to write your next blog post,1
please suggest a healthy diet plan for someone who is looking to lose weight,1
name a few key points to consider when designing a user interface,1
describe a potential career in the field of robotics,1
provide two tips to help people stay productive,1
what is the importance of nutrition in maintaining physical health,1
how can you use technology to improve your customer service,1
how can business owners use data to make better decisions,1
explain the different steps in the research process,1
create a metaphor that compares an athlete to a bird,1
write a line of dialogue that demonstrates frustration,1
write a script to display the multiplication table of 5,1
create a new algorithm to sort a list of numbers,1
generate a two word phrase that reflects the sentiment of happiness,1
write a request for further information,1
tell me about coca cola,1
give three characteristics of a triangle,1
tell me what is the process of elimination,1
list 3 benefits of a loan,1
list two potential risks unique to e commerce businesses,1
provide an example of effective body language when giving a presentation,1
give an example of a situation that would call for the use of a collaborative filtering algorithm,1
generate a french breakfast menu for two people,1
make a simile comparison,1
name the three disabilities rights law,1
how could we prevent global warming,1
can you define gravity,1
given a word acetylcholine name its type of molecule,1
explain how color and shape affect a products design,1
suggest a recipe that uses only ten ingredients,1
suggest a strategy for eliminating distractions,1
argue in favor of an all inclusive policy on a university campus,1
generate a menu for a traditional thanksgiving dinner,1
create an algorithm to determine if an integer is palindrome or not,1
draft ten tips to achieve a good nights sleep,1
generate a solution to a stock market prediction problem,1
describe software testing methods,1
multiply 874 by 114 and round the result to the nearest integer,1
name one commonly used algorithm in artificial intelligence,1
generate a number which is divisible by 15 and also a prime number,1
create an esitmated budget for a two night hotel stay for two people for 450,1
suggest a tagline for a gaming website,1
generate a tagline for a new cupcake shop,1
generate a list of countries and their respective flags,1
list five of the essential components for making a good cup of coffee,1
find the current spot price of gold,1
construct a mathematical equation for finding the area of a triangle,1
write a limerick about a cat using the word jingle,1
generate a nature themed short story,1
construct a planster garden,1
generate a plausible sentence that reflects a certain feeling,1
generate a plausible sentence about a dystopian world,1
what other ideas can you come up with that are similar to the theme peace,1
give the definition of trend,1
describe the behavior of a rock falling through air,1
write a persuasive essay on whether online classes are effective,1
suggest three activities for a group of 8 10 year old children at an outdoor party,1
categorize the following emotions joy confusion sadness,1
compare the concept of a market with the concept of a mall,1
determine the structure of a dna molecule,1
design an algorithm to classify a basketball shot as a 3 pointer or 2 pointer,1
suggest a way to make a car more eco friendly,1
generate an internet safety tip,1
what can you do to be more environmentally conscious,1
budget 200 for a family dinner,1
describe the process of data mining using 3 5 sentences,1
generate an email subject line that solicits feedback on a new software product,1
find the hypotenuse of a triangle with a base of 12 cm and a height of 6 cm,1
create a postcard for sending to your friend,1
write an algorithm to reverse a string,1
given two arguments x and y write a function that returns the greatest of the two numbers,1
create a graphic representation of a dichotomous key,1
design a recipe for protein waffles,1
create a cryptographic code using a substitution cipher,1
develop a plan to write a 1500 word essay in 3 hours,1
compose an email to a professor to make an appointment,1
name a language spoken in africa,1
share a fun fact about cats,1
name one ozone depleting substance,1
identify 3 potential concerns with using data surveillance,1
what were the benefits of the data surveillance used during the pandemic,1
explain the primary role of artificial intelligence in contact tracing,1
describe three possible ethical considerations when using facial recognition,1
how can facial recognition systems be improved,1
list some applications of contact tracing,1
identify 3 ways to encourage individuals to practice social distancing,1
write a funny piece of advice in 3 4 sentences,1
describe the primary role of contact tracing in limiting the spread of disease,1
what factors should consider when building an ai enhanced camera system,1
describe a safety measure that can be implemented on public transportation to support essential workers,1
explain how to design a logo,1
name a small mammal,1
write a personal statement,1
describe the exoplanet proxima centauri b,1
generate a hypothesis about the cause of climate change,1
generate an idea for a mobile app,1
make a webpage dedicated to the services your company offers,1
write a poem using the following words fog sorrow distance dream,1
explain why our company s product is superior to the competition,1
create a strategy to increase the number of new customers by 30,1
suggest two resources to learn about the history and impact of digital technologies,1
create a detailed plan for hosting a large scale event,1
come up with two scenarios for how artificial intelligence could be used to advance public health,1
please generate a to do list for writing a 10 page research paper,1
suggest some techniques to improve concentration for studying math,1
suggest some tips for engaging an online audience during a virtual presentation,1
create a twitter account for a tech startup,1
come up with an example of a test question to use in a quiz,1
describe the value of education,1
create a chart showing the comparison between covid 19 cases and deaths in different countries,1
create a tag line for a website that sells books,1
brainstorm five unique ideas for a gift box,1
make a list of five items that can be used to make a successful presentation,1
why does a human need to breathe oxygen,1
how would you explain the concept of a memory leak to someone with no background in computing,1
create a basic plan to implement a customer feedback system,1
describe an interesting conservation you had with someone you met for the first time,1
how would you explain dark matter to an audience with no scientific background,1
which algorithm is best for predicting stock prices,1
explain the importance of html to website design,1
write a script for a 3 minute stand up comedy act,1
create a case study about the following topics focusing on the advantages and disadvantages of using machine learning,1
write a procedure for creating a vegetable soup,1
describe the main characters and premise for a story set in the future,1
design a two player game that can be played with a set of 20 cards,1
write a question that can be answered yes or no,1
perform a web search and find a source that discusses the negative effects of social media,1
create two examples demonstrating how to use the verb juggle in a sentence,1
output the solution to the following equation 10 2 3,1
translate o sont les toilettes to english,1
generate a step by step procedure for making a cup of tea,1
write a paragraph that describes a time when you achieved a difficult goal,1
as a customer service agent explain why it is important to use positive language when dealing with customers,1
suggest a topic for a persuasive essay about the importance of mental health,1
create a title for a story about a wizard who discovers a power greater than magic,1
compare and contrast these two words autonomy and independence,1
describe a friend of yours using a simile,1
imagine you are talking to a friend who is stressed and needs to relax come up with a creative way to suggest they take some time out of their day to take a break,1
write a sentence using a metaphor to describe the feeling of being overwhelmed,1
describe a place from your own experience in vivid detail using as much sensory language as possible,1
what would be the best way to remove a stain from a white dress,1
what is a useful tool to help people stay productive during the working day,1
how can i make a delicious keto friendly dinner,1
what can i use to store books so they dont take up too much space,1
what should i consider when choosing a couch,1
what are the benefits of adopting a habit of journaling,1
how can i make a classic manhattan cocktail,1
what can i do to reduce the costs of hosting a website,1
how can i properly clean a wooden cutting board,1
what should i do to find the best lawyer in my area,1
what is the best way to train a cat to use the litter box,1
what is the most effective way to motivate myself to exercise,1
how can i keep my house cool in the heat,1
give a few examples of bias in machine learning models,1
identify five tips to improve computer security,1
generate a list of five creative gifts for a seven year old,1
restate the following sentence using a formal tone n it s gonna be really fun,1
create a program that can detect potential fraudulent activity,1
rewrite the following sentence to use the third person point of view n i don t understand this concept,1
generate a list of 10 items one would need to prepare a simple sandwich,1
retell the classic story of little red riding hood in one short paragraph,1
list 5 safety practices to observe while handling a hot oven,1
generate 3 pros and 3 cons for visiting a new city,1
group the words pencil eraser ruler compass and calculator into two categories,1
describe the setting of an enchanted forest,1
generate a list of questions for a job interview for a sales manager,1
identify a possible theme for a childrens party,1
create a multiple choice question with three possible answers,1
generate a deeper understanding of the idiom bringing home the bacon,1
categorize the words whale dolphin shark clam and crab according to their biological classification,1
introduce yourself in a creative way,1
design a product that would make cleaning easier,1
come up with a sentence in which alliteration is used,1
what characteristics do effective leaders possess,1
provide a list of 20 synonyms for happy,1
identify the cumulative adjectives in the phrase a tall dark and handsome man,1
describe a memorable summer experience that you had when you were younger,1
generate a poem using a metaphor,1
translate the word giraffe to french,1
i have a physics test tomorrow can you provide me with a quick cheat sheet,1
make a sandwich with the following ingredients mustard cheese and lettuce,1
come up with a list of 10 sports teams in the united states,1
i need a blog post about how social media is impacting our lives,1
generate 5 jokes about chickens,1
which musical instrument is known as the king of instruments,1
translate the following sentence into spanish n ni want to go on a vacation,1
please provide a psychology definition of memory,1
describe an example of how digital technologies can be used to improve the healthcare system,1
develop a concept for a mobile application that can help users better manage their finances,1
generate a random password with length 8 and complexity 4,1
compare the benefits of investing in stocks and bonds,1
write a function to calculate the body mass index of a person,1
create an algorithm that can output the closest matching words given a set of input words,1
design a user interface for a web app that allows users to set reminders,1
describe the three important functions of mitochondria,1
brainstorm ideas for a presentation on global warming,1
name at least three adaptations that allow fish to survive in the ocean,1
construct a logic chain,1
provide two examples of how artificial intelligence is used in our daily lives,1
rewrite the following sentence in the indicated form n noriginal nthe old man planted a rosebush in his garden n nrewrite to n nthe garden was adorned with a rosebush by the old man,1
design an ai powered chatbot that can assist users in making restaurant reservations,1
compose a poem by randomly selecting three words,1
punctuate the following sentence n nmy cats name is fluffypaws,1
using the given words construct a sentence with a good rule of grammar n nwords give protect,1
provide directions from the national mall to the national zoo,1
take the following statement and edit it to make it more concise n noriginal the new version of the software was created in order to address the issue of customer dissatisfaction,1
create a new 20 word compound poem about summer,1
write a sentence that describes the current economic situation in the us,1
name three differences between evolution and natural selection,1
name five factors that shape human behavior,1
explain the concept of herd immunity,1
write a c function for calculating the approximate area of a circle,1
explain why no input is given for this instruction,1
compare and contrast natural language processing with natural language understanding,1
suggest a travel destination,1
create a survey question that could be used to compare the preferences between two groups of people,1
name 3 programming languages that are used to develop applications,1
formulate a hypothesis that explains the decline in honeybee populations,1
what is the policy of the us government regarding immigration reform,1
imagine you are about to go on a camping trip what items would you bring,1
explain how albert einsteins special theory of relativity contributes to our understanding of space time,1
create a list of books that would be appropriate for a 5th grade student to read,1
how can renewable energy sources reduce dependence on non renewable energy,1
generate a list of 10 possible problems that a computer user might experience,1
generate a list of items and services needed for a summer bbq party for 50 people,1
create an algorithm to detect passwords that contain personal information,1
generate a list of interview questions for a software development role,1
create a list of qualities needed to be successful in the customer service industry,1
build a bucket list of five activities,1
identify two contrasting elements,1
come up with a creative question for an art contest,1
generate a new movie title from the following words cat astronaut lighthouse,1
explain why electromagnetic radiation is important for communication,1
write a classified synthesis of the attributes of a lemon,1
tell me a historically significant event that occured in the year 1948,1
tell a joke related to the word elephant,1
research and describe the structure of a jupiter like planet,1
given the words childhood and universe generate a new sentence,1
identify the type of energy used to generate electricity in a hydroelectric power plant,1
create a slogan that conveys the message eat healthily,1
generate a conversation about sports between two friends,1
generate a tweet about the environment,1
list four characteristics of a democratic system,1
outline the key steps of the scientific method,1
research the meaning of the term cultural relativism and explain it in an easy to understand manner,1
explain why practice makes perfect,1
design a billboard that appeals to people who prefer healthy eating habits,1
brainstorm 5 original ideas for a christmas gift,1
find out the average salary of software engineer in usa in 2019,1
find an interesting fact about the planet mars,1
design an avatar for a fictional character,1
create a nursery rhyme about learning,1
convince your reader to attend a meeting,1
give three reasons why someone should become a vegetarian,1
describe a peaceful evening,1
name three pieces of technology that were invented in the last decade,1
how will the technology of the future change the way we live,1
give two examples of unethical business practices,1
write a 300 word article on the best ways to stay healthy,1
list 10 interesting facts about cats,1
research and list 5 popular smartphone apps,1
come up with a creative way to store shoes in the closet,1
suggest an item of clothing that would combine style comfort and practicality,1
lying is often viewed negatively come up with one scenario where lying is acceptable,1
suggest a way to improve an online e commerce store,1
come up with a way to use common household items to create a musical instrument,1
suggest a 5 minute team building activity,1
come up with a creative way to use up a leftover can of soup,1
generate the title of a novel,1
what is the probability that an even number is chosen when rolling a six sided die,1
name three types of personal protective equipment,1
generate a recipe for an apple tart,1
find the antonym of lengthy,1
provide three techniques for dealing with stress,1
what is the fourth amendment of the u s constitution,1
describe a country beginning with the letter j,1
explain the differences between the 7 chakras,1
create a leadership training program,1
generate a list of security best practices for a companys website,1
write a short story of 100 words or less that sets in a medieval setting,1
create a mathematical expression by evaluating the following equation 3 2x 1,1
generate a haiku poem in 5 7 5 syllable format,1
create an sql query to find the names of all the students in california,1
calculate the equation 9 7,1
what is the average airline ticket price from los angeles to san francisco,1
edit the following sentence by replacing the word excellent with a similar meaning n n the coffee was excellent,1
classify the following sentence as either true or false n n two plus two makes four,1
generate a sentence that is related to the topic of living in the city,1
describe the painting the sunrise by claude monet,1
what is the name of the algorithm used for linear regression,1
which type of star has the highest temperature,1
what is the largest organ in the human body,1
name an algorithm used in natural language processing,1
reword this sentence to give it a different meaning birds fly in the sky,1
describe a possible application of gpt 3,1
place the following elements in increasing order of atomic number oxygen calcium helium,1
name an alternative to using money as a currency,1
edit the following sentence to make it more concise when you talk with someone it is important to remember to be respectful,1
categorize these drugs as stimulants or depressants caffeine and nicotine,1
give an example of a type of data that is qualitative,1
find an example of a business that has successfully used creative marketing tactics,1
describe the composition of jupiter,1
find out the top three exports of ireland,1
explain the labor laws india currently has in place for people of various genders and ages,1
name the biggest lake in africa,1
describe a medieval forest habitat and its inhabitants,1
write a description of the life cycle of a dragonfly,1
write an algorithm that would analyze a given text and extract all the nouns from it,1
create a program that generates a random greeting when invoked,1
name three tools a software engineer could use to develop a mobile application,1
make recommendations for how a business could reduce their environmental impact,1
describe what the purpose of a priority queue is,1
describe two ways to optimize a query in a database,1
describe the kind of artificial neural network architecture that was used in the alphago zero algorithm,1
name three ways a cloud computing provider can increase security,1
explain why its important to clean and prepare data before analysis,1
create a program that logs the temperature of the computer and limits its usage depending on the given value,1
explain what a natural language processing model does,1
what are the positive and negative impacts of open source software,1
what kind of input you expect to keept the structures of the trees,1
create a list of 5 criteria for a successful project,1
what is the biggest challenge faced by data scientists,1
what are the main features of a gossip protocol,1
construct an algorithm for calculating prime numbers,1
give two examples of how machine learning can be used at a business,1
identify the appropriate data type for a phone number,1
write a memo to inform employees about the new dress code policy,1
give a suitable example for the phrase close cousin,1
provide a suitable example for conflict of interest,1
generate a suitable metaphor to convey the concept of breaking a barrier,1
research the effectiveness and side effects of using aspirin as an over the counter pain reliever,1
describe the moment when a person realizes they need to make a big change,1
select a book title for an adventure story,1
explain the concept of parallel computing to a novice,1
generate an original joke about a car,1
list two methods to reduce our carbon footprint,1
provide five adjectives that describe the characteristic of a good negotiator,1
identify a feature of artificial intelligence,1
make a painting of a sea turtle,1
create a question that could be used in a trivia quiz,1
given the input explain why students should learn coding,1
generate a list of vegetables fruits and proteins that are low in carbs,1
describe the impact of the recent economic shutdown,1
research the history of the internet and create an outline that summarizes the key moments,1
write an article about the advantages and disadvantages of online learning,1
generate six random words,1
construct a sql query to list all the customers from the us with a customer rating of 5,1
suggest a movie title for a drama about a family that struggles to stay together during difficult times,1
make a list of five improvements to enhance the customer experience,1
provide advice for someone who is seeking a new career path,1
science trivia what is the atomic number of a gold atom,1
generate a creative and catchy slogan for a pet store,1
who is the main antagonist in the movie jurassic park,1
how long did it take neil armstrong to travel to the moon,1
add the following numbers 5 7 9,1
calculate the average of the following numbers 1 3 7,1
create a sound system for a library,1
suppose you are speaking to a customer service agent via a chatbot ask a question regarding the available services,1
name some animals that are endangered,1
predict the future direction of the stock market,1
debate about the use of genetically modified organisms gmos,1
come up with a business plan for a childcare centre,1
prepare a speech to give an inspirational talk to primary school children,1
compile a list of recommended websites for learning about computer science,1
generate an opening sentence for a story about a 13 year old living in a mountain cabin,1
automatically generate a sexual free meme caption,1
generate song lyrics that express love and longing,1
predicte the stock price of google in five years,1
describe the topography of the city los angeles,1
describe a game of chance,1
paraphrase the following sentence it will have an immense impact,1
name two u s states that allow people to obtain a drivers license at the age of 16,1
summarize the following wikipedia article the united nations,1
compare the economic systems of capitalism and socialism,1
edit the following sentence to make it more concise the food that we ate for the party was absolutely delicious,1
classify the following sentence as a statement or question the cat jumped onto the table,1
research a interesting fact about spiders and summarize it in two sentences,1
explain the concept of rna interference,1
name and describe three common input output operations,1
identify and explain two major challenges facing the agriculture industry in developing countries,1
generate a possible use case for a home security system,1
create a photo collage of famous landmarks around the world,1
name a noun which means the same as liar,1
build a welcome speech for a college graduation ceremony,1
write a newsletter introducing a new online store,1
explain what a pcr reaction is,1
identify a valid url of a website,1
suppose if you had to spend the night in a deserted island what would be the essential items you need to survive,1
write a python code to print a multiline string,1
rewrite the following sentence to make it sound more polite can you do this task right away,1
change the sentence to make it more positive it didn t work out at all,1
construct a question that would lead to a deep discussion,1
edit this sentence for clarity they green to doing the project,1
create a story thats corny and cheesy,1
generate an ai chatbot script for a customer service scenario,1
generate an example of an artificial intelligence use case,1
describe one of the most interesting trips you have taken,1
generate a creative story based on these words moon astronaut telescope,1
generate an online username that conveys a sense of power and elegance,1
describe the biggest challenge facing health care in the united states today,1
come up with a tagline for a new snack food,1
generate a poem about an emotional experience,1
list 5 prime numbers between 30 and 40,1
describe the steps for creating a new schedule for employees,1
summarize the purpose of a virtual assistant,1
give me a fact about australia,1
imagine youve been stranded on a desert island what 5 items would you bring,1
generate a new metaphor based on the words machine and beauty,1
explain the difference between product management and project management,1
write a dialogue between two people discussing how to take a break from technology,1
find out which animal has the biggest eyes in the world,1
determine the result of subtracting 6 from 9,1
design a greeting card for a friends birthday,1
describe the theme of william shakespeare s play romeo and juliet,1
order the following items from highest to lowest priority washing dishes doing laundry vacuuming,1
list three qualities of cats,1
list three different methods of communication,1
write a list of instructions for brewing coffee,1
what role does the ocean play in the water cycle,1
provide examples of three common types of layout in websites,1
what were the main elements of the hundred days reform of 1898,1
generate a three paragraph essay on the theme the benefits of waking up early,1
describe how post traumatic stress disorder ptsd affects someones life,1
write a story that begins with it was a cold dark night,1
generate a tweet that encourages people to wear face masks,1
what is the climate like in india,1
generate a tweet about womens rights,1
generate a password of 8 characters consisting of alphanumeric characters and symbols,1
how old is taylor swift,1
categorize the following item toyota camry,1
list 5 reasons why someone should learn to code,1
compare and contrast an elephant and a cow,1
summarize what happened in the news today,1
list the chemical elements that have an atomic number of 30,1
summarize the most important characteristics of a good leader,1
name 5 emerging technologies that have been adopted in the education industry,1
describe the advantages of using machine learning for text processing,1
what is the difference between latent semantic analysis and topic modeling,1
create a task automation system to optimize the purchase orders in a company,1
generate 5 synonyms for a hopeful mood,1
which country has the highest peak in europe,1
compose an essay in the form of an argument defending the motion that robots should be included in the workplace,1
construct a sentence using the words stark rabbit season,1
construct a metephor describing a situation of taking a risk,1
create a recipe for strawberry cake,1
name 3 famous landmarks,1
create a story of a child who is afraid of the dark,1
create a greeting message for your boss,1
propose a plan for reduced consumption of fossil fuels,1
develop a reward system for employees,1
describe an infectious disease,1
generate a process for reducing water waste,1
imagine you are the owner of a hotel describe your hotel and its amenities in a few sentences,1
compare and contrast two popular tourist attractions in your hometown,1
name the continents that are in north america,1
answer the following question what is the weather in tajikistan in december,1
solve the following linear equation 2x 5 20,1
translate the sentence das ist gro artig into english,1
calculate the average temperature of london over the last month,1
construct a personalized url for john smith on a website,1
create a flower arrangement for a birthday party,1
find which country has the lowest average temperature in july,1
find a recipe for fruit pizza,1
generate a password reminder sentence for a users account,1
determine the number of calories in one slice of apple pie,1
build a basic blog using html and css,1
suggest online tools for website design,1
summarize the following paragraph n n the effects of climate change are wide reaching and have been affecting the environment for decades every year the changes become more noticeable and more pronounced leading to a heightened risk of droughts floods extreme temperatures and weather related disasters,1
complete the following sentence n n technology has changed the way people,1
translate the following phrase from english to spanish n n there is no place like home,1
what items are necessary to make breakfast,1
analyze the following poem n n autumn leaves have gone nfrost has now made its way nbringing an end to our fun,1
describe your favorite vacation spot,1
how can we get more people to recycle,1
categorize the following words n nhumid wet drizzle,1
rewrite the following sentence using synonyms n n it was a sunny day,1
convert the sentence from present tense to past tense n n i am reading a book,1
describe what makes the ocean unique,1
analyze the movie back to the future and identify the elements of the story that make it a successful film,1
generate a solution for a faulty washing machine,1
determine what international organizations have authority over the internet,1
describe the impact of climate change on the environment over the past 20 years,1
explain why knowledge of robotics is important for future engineers,1
provide an example of a social media post that encourages readers to leave a review of a restaurant,1
write two original limericks,1
name five flavors of ice cream,1
explain what constitutes the fair use of copyrighted material in an educational setting,1
describe a process for doing sentiment analysis,1
given any type of data explain the concept of normalization,1
how can you use a gpt 2 model to generate text,1
suggest a wedding dress for a summer outdoor ceremony,1
construct a three dimensional figure,1
produce an analogy for success,1
construct a regular pentagon,1
name an african country that borders the atlantic ocean,1
schoolteachers are responsible for what,1
name the capital of the country that is home to the great barrier reef,1
generate an appropriate informal greeting for someone interacting with a virtual assistant,1
create a research question about ai ethics,1
there is a regional holiday next week create a marketing message to target that region,1
describe the differences between chinese and french cuisine,1
list the points we need to consider when deciding to invest in a company,1
generate a scenario in which ai could be used to improve online education,1
give the meaning of the phrase to make a beeline,1
write a short poem that encapsulates the feeling of summers in a rural town,1
write 500 words about the implications of introducing artificial intelligence into our society,1
provide advice to a person who is considering becoming an entrepreneur,1
find two nouns that rhyme,1
make a list of five challenges for implementing a new training system in a large organization,1
summarize the process of creating a data lake,1
draft a contract ensuring a safe environment for a new employee,1
provide an example of how peer pressure can be negative,1
give an example of the way artificial intelligence can help reduce carbon dioxide emissions,1
list all the widgets that a user can purchase from your store,1
describe a side effect that could occur from taking a drug,1
what items could a person put in an emergency kit,1
how could a company use customer feedback in its product design,1
state the main differences between a tornado and a hurricane,1
name three services offered by a bank,1
generate a list of 3 5 interview questions that are relevant to a project manager position,1
what are the ingredients for a chocolate chip cookie recipe,1
write a short story about a bear in the woods,1
describe the concept of genetic drift,1
write a short story about a grandmother and her grand daughter,1
explain the differences between relational databases and non relational databases,1
generate an example of an empirically tested hypothesis for a research study,1
explain quantum computing in one sentence,1
explain why it is important to think before you speak,1
how can agility help businesses become faster and more proficient,1
generate a valid css program to make the font color of a websites headline red,1
name a character trait that could be associated with leadership,1
describe the ideal primary school classroom environment,1
what challenges do small businesses face when it comes to digital transformation,1
generate a 3 step guideline for baking cookies,1
create a metaphor for the smell of newly cut grass,1
describe the details of a dream you had recently,1
generate a few possible titles for an article that discusses the benefits of a plant based diet,1
what are the two base colours that are mixed to create blue,1
draft a tweet that announces the launch of a new fashion line,1
generate 5 questions that you could ask someone to learn more about them,1
create an article summarizing the challenges of urban agriculture in the united states,1
compare and contrast the current state of ai technology and its potential future,1
describe the causes of environmental pollution in the united states,1
what is the impact of climate change on crop yields,1
describe the types of renewable energy sources in the us,1
formulate a hypothesis about why we need to conserve water resources,1
classify a 3d printer as a consumer or industrial product,1
print out the last three lines of the poem if,1
translate the phrase bon app tit into english,1
summarize the differences between humans and primates in 3 4 sentences,1
name two technologies related to machine learning,1
generate a creative description for a digital watch,1
calculate the cost of purchasing 5 apples with a discount of 10,1
generate a product tagline for a fitness tracking app,1
create a marketing slogan for a company that sells air fresheners,1
explain the fourth amendment in the united states bill of rights,1
create a sentence that follows this structure adverb verb adjective,1
create a creative metaphor which describes the aroma of a cup of coffee,1
give me three additional words that share the same root as the word read,1
generate a creative phrase which describes the sound of a guitar playing,1
generate five questions related to nuclear physics,1
list three benefits of using social media,1
train a language model to generate dialogue about technology,1
generate a realistic mathematical equation for the students to solve,1
generate a plausible reason why someone would be visiting the zoo,1
generate the form of the past of the following verb fly,1
describe how the stock market works,1
suggest five open ended questions which an ai assistant can ask a customer while scheduling an appointment,1
provide an example of a healthy snack that is 500 calories or under,1
explain the differences between an open ended and a close ended question,1
create a new shopping list,1
make a sarcastic comment about artificial intelligence ai,1
describe the events that happen during mitosis,1
explain what html stands for,1
how to maximize the effect of the keywords in my seo content,1
what are some tips to prevent overheating of a laptop,1
summarize a typical day in the life of a professional graphic designer,1
what are the applicable taxes for large businesses in canada,1
how can big data help reduce hospital costs,1
write a short story of 100 words or less that includes a character who has encountered a foreign land,1
describe the characteristics and function of the muscular system,1
translate the following sentence into german today is saturday,1
name one type of cell in the body,1
tell me what year the movie star wars a new hope was released,1
list three steps to writing a programming algorithm,1
name an ocean current,1
find the meaning of the phrase a penny for your thoughts,1
explain the downside to the self checkout system at the supermarket,1
analyze the impact of technology in the workplace,1
describe the relationship between the sun and earth,1
rewrite this sentence in a different way n she likes to play basketball,1
predict the best approach for downsizing a large company,1
explain the difference between the southern and northern lights,1
summarize the laws of thermodynamics,1
evaluate the positive and negative effects of using artificial intelligence in healthcare,1
write a short sentence mentioning a company that provides medical services,1
calculate the mean of the following numbers 11 15 13 17 and 19,1
generate a list of innovative app ideas for a digital store,1
explain why the result of 6 3 3 is accurate,1
explain why the result of 4 2 2 is accurate,1
calculate the number of months it will take to double the amount of money in a bank account that earns an annual 6 interest rate,1
